Config,History_Windows,Feature_Count,Val_PR_AUC,Val_ROC_AUC,Val_F1,Val_Precision,Val_Recall,Best_Epoch,Model_Path
SET_R,5,89,0.5414345782937056,0.6892983681716076,0.5492371705963939,0.8839285714285714,0.3983903420523139,3,models/phase2_3\model_SET_R_h5.pt
SET_R,10,89,0.5851216978451925,0.6914210261569416,0.6005291005291006,0.8764478764478765,0.4567404426559356,2,models/phase2_3\model_SET_R_h10.pt
SET_R,20,89,0.6080773187071661,0.7483415135162439,0.5695006747638327,0.8647540983606558,0.4245472837022133,1,models/phase2_3\model_SET_R_h20.pt
SET_R,30,89,0.5558683485696332,0.7300272221564681,0.5221987315010571,0.5501113585746102,0.4969818913480885,0,models/phase2_3\model_SET_R_h30.pt
