Config,History_Windows,Feature_Count,Val_PR_AUC,Val_ROC_AUC,Val_F1,Val_Precision,Val_Recall,Best_Epoch,Model_Path
SET_A,20,15,0.47032687646807164,0.6781500719799971,0.44054054054054054,0.6707818930041153,0.32796780684104626,4,models/phase2_3\model_SET_A_h20.pt
SET_R,20,89,0.6278555739345353,0.7416111733160469,0.6139088729016786,0.7596439169139466,0.5150905432595574,0,models/phase2_3\model_SET_R_h20.pt
SET_R_SELECT,20,40,0.5296524091686242,0.7451924938753862,0.5714285714285714,0.6684636118598383,0.49899396378269617,1,models/phase2_3\model_SET_R_SELECT_h20.pt
